chrom1	start1	end1	chrom2	start2	end2	tor1	tor2	score	enr
chr5	119231700	119231750	chr5	120191300	120191350	EE	EE	83.4000015258789	-2.6094155444457
chr5	119231750	119231800	chr5	120163050	120163100	EE	EE	91.4000015258789	-2.07972719247073
chr5	119231750	119231800	chr5	120191300	120191350	EE	EE	83.4000015258789	-2.6094155444457
chr5	119231800	119231850	chr5	120163050	120163100	EE	EE	91.4000015258789	-2.07972719247073
chr5	119231800	119231850	chr5	120191300	120191350	EE	EE	83.4000015258789	-2.6094155444457
chr5	120584200	120584250	chr5	120890900	120890950	EE	EE	64.8000030517578	-2.93987900756243
chr5	122292950	122293000	chr5	122539050	122539100	EE	EE	72.8000030517578	-3.18762700317577
chr5	122292950	122293000	chr5	122539100	122539150	EE	EE	72.8000030517578	-3.12489124782781
chr5	122293000	122293050	chr5	122539050	122539100	EE	EE	72.8000030517578	-3.21723071622067
chr5	122293000	122293050	chr5	122539100	122539150	EE	EE	72.8000030517578	-3.15449496087271
chr5	122322300	122322350	chr5	122539050	122539100	EE	EE	78.3000030517578	-2.43937945965081
chr5	122322300	122322350	chr5	122539100	122539150	EE	EE	78.3000030517578	-2.40209844357135
chr5	122322300	122322350	chr5	122564350	122564400	EE	EE	63.2999992370605	-2.77793423892554
chr5	122322300	122322350	chr5	122564400	122564450	EE	EE	63.2999992370605	-2.78021879212009
chr5	122322300	122322350	chr5	122564450	122564500	EE	EE	63.2999992370605	-2.78021879212009
chr5	122322350	122322400	chr5	122539050	122539100	EE	EE	78.3000030517578	-2.43937945965081
chr5	122322350	122322400	chr5	122539100	122539150	EE	EE	78.3000030517578	-2.40209844357135
chr5	122322350	122322400	chr5	122564350	122564400	EE	EE	63.2999992370605	-2.77793423892554
chr5	122322350	122322400	chr5	122564400	122564450	EE	EE	63.2999992370605	-2.78021879212009
chr5	122322350	122322400	chr5	122564450	122564500	EE	EE	63.2999992370605	-2.78021879212009
chr5	122329400	122329450	chr5	122539050	122539100	EE	EE	78.3000030517578	-2.94960069089851
chr5	122329400	122329450	chr5	122539100	122539150	EE	EE	78.3000030517578	-2.91943872038826
chr5	122329400	122329450	chr5	122564350	122564400	EE	EE	63.2999992370605	-3.24257030327408
chr5	122329400	122329450	chr5	122564400	122564450	EE	EE	63.2999992370605	-3.24685766167718
chr5	122329400	122329450	chr5	122564450	122564500	EE	EE	63.2999992370605	-3.24685766167718
chr5	125257850	125257900	chr5	125751100	125751150	EE	EE	63.7999992370605	-3.10852445677817
chr5	125257850	125257900	chr5	125752050	125752100	EE	EE	63.7999992370605	-3.07895134139482
chr5	125257900	125257950	chr5	125751100	125751150	EE	EE	63.7999992370605	-3.10852445677817
chr5	125257900	125257950	chr5	125752050	125752100	EE	EE	63.7999992370605	-3.07895134139482
chr5	125380350	125380400	chr5	125670150	125670200	EE	EE	75.3000030517578	-3.01965852577047
chr5	125380350	125380400	chr5	125670200	125670250	EE	EE	75.3000030517578	-3.01965852577047
chr5	125380350	125380400	chr5	125751100	125751150	EE	EE	86.9000015258789	-2.85282543857178
chr5	125380350	125380400	chr5	125752050	125752100	EE	EE	86.9000015258789	-2.83201697629187
chr5	125380400	125380450	chr5	125670150	125670200	EE	EE	75.3000030517578	-3.01965852577047
chr5	125380400	125380450	chr5	125670200	125670250	EE	EE	75.3000030517578	-3.01965852577047
chr5	125380400	125380450	chr5	125751100	125751150	EE	EE	86.9000015258789	-2.85282543857178
chr5	125380400	125380450	chr5	125752050	125752100	EE	EE	86.9000015258789	-2.83201697629187
chr5	125380450	125380500	chr5	125670150	125670200	EE	EE	75.3000030517578	-2.98489310760979
chr5	125380450	125380500	chr5	125670200	125670250	EE	EE	75.3000030517578	-2.98489310760979
chr5	125380450	125380500	chr5	125751100	125751150	EE	EE	86.9000015258789	-2.80391583809083
chr5	125380450	125380500	chr5	125752050	125752100	EE	EE	86.9000015258789	-2.78310737581093
chr5	125389400	125389450	chr5	125670150	125670200	EE	EE	75.3000030517578	-2.5535299928845
chr5	125389400	125389450	chr5	125670200	125670250	EE	EE	75.3000030517578	-2.5535299928845
chr5	125389400	125389450	chr5	125751100	125751150	EE	EE	86.9000015258789	-2.45021308860792
chr5	125389400	125389450	chr5	125752050	125752100	EE	EE	86.9000015258789	-2.42073310494285
chr5	125389450	125389500	chr5	125670150	125670200	EE	EE	75.3000030517578	-2.5535299928845
chr5	125389450	125389500	chr5	125670200	125670250	EE	EE	75.3000030517578	-2.5535299928845
chr5	125389450	125389500	chr5	125751100	125751150	EE	EE	86.9000015258789	-2.45021308860792
chr5	125389450	125389500	chr5	125752050	125752100	EE	EE	86.9000015258789	-2.42073310494285
chr5	125495050	125495100	chr5	125751100	125751150	EE	EE	60.7000007629395	-3.12578557270874
chr5	125495050	125495100	chr5	125752050	125752100	EE	EE	60.7000007629395	-3.09463687413808
chr5	129683850	129683900	chr5	130100150	130100200	EE	EE	84.4000015258789	-2.42223300068305
chr5	129683850	129683900	chr5	130100200	130100250	EE	EE	84.4000015258789	-2.42223300068305
chr5	129683850	129683900	chr5	130100250	130100300	EE	EE	84.4000015258789	-2.42223300068305
chr5	129683900	129683950	chr5	130100150	130100200	EE	EE	84.4000015258789	-2.42223300068305
chr5	129683900	129683950	chr5	130100200	130100250	EE	EE	84.4000015258789	-2.42223300068305
chr5	129683900	129683950	chr5	130100250	130100300	EE	EE	84.4000015258789	-2.42223300068305
chr5	129683950	129684000	chr5	130100150	130100200	EE	EE	84.4000015258789	-2.42223300068305
chr5	129683950	129684000	chr5	130100200	130100250	EE	EE	84.4000015258789	-2.42223300068305
chr5	129683950	129684000	chr5	130100250	130100300	EE	EE	84.4000015258789	-2.42223300068305
chr5	130881200	130881250	chr5	131329350	131329400	EE	LL	71.8000030517578	-3.22635043490513
chr5	130881200	130881250	chr5	131329400	131329450	EE	LL	71.8000030517578	-3.22635043490513
chr5	130881200	130881250	chr5	131329450	131329500	EE	LL	71.8000030517578	-3.22635043490513
chr5	130881250	130881300	chr5	131329350	131329400	EE	LL	71.8000030517578	-3.21444366822096
chr5	130881250	130881300	chr5	131329400	131329450	EE	LL	71.8000030517578	-3.21444366822096
chr5	130881250	130881300	chr5	131329450	131329500	EE	LL	71.8000030517578	-3.21444366822096
chr5	135876300	135876350	chr5	136088350	136088400	EE	EE	67.8000030517578	-2.23878685958712
chr5	135876300	135876350	chr5	136092000	136092050	EE	EE	67.8000030517578	-2.38994651831601
chr5	135876300	135876350	chr5	136092050	136092100	EE	EE	67.8000030517578	-2.38994651831601
chr5	135876300	135876350	chr5	136092100	136092150	EE	EE	67.8000030517578	-2.38994651831601
chr5	135876300	135876350	chr5	136092150	136092200	EE	EE	67.8000030517578	-2.38994651831601
chr5	136091950	136092000	chr5	136331200	136331250	EE	EE	70.8000030517578	-2.33816873589457
chr5	136092000	136092050	chr5	136331200	136331250	EE	EE	70.8000030517578	-2.34085782342221
chr5	136092050	136092100	chr5	136331200	136331250	EE	EE	70.8000030517578	-2.34085782342221
chr5	136092100	136092150	chr5	136331200	136331250	EE	EE	70.8000030517578	-2.34085782342221
chr5	136092150	136092200	chr5	136331200	136331250	EE	EE	70.8000030517578	-2.34085782342221
chr5	139324200	139324250	chr5	139655000	139655050	EE	EE	84.9000015258789	-1.90248349408574
chr5	139324200	139324250	chr5	139655050	139655100	EE	EE	84.9000015258789	-1.90248349408574
chr5	139324250	139324300	chr5	139655000	139655050	EE	EE	84.9000015258789	-1.90248349408574
chr5	139324250	139324300	chr5	139655050	139655100	EE	EE	84.9000015258789	-1.90248349408574
chr5	140293400	140293450	chr5	140808150	140808200	EE	EE	81.4000015258789	-2.80128040764792
chr5	140293400	140293450	chr5	140808200	140808250	EE	EE	81.4000015258789	-2.79823353208906
chr5	140293450	140293500	chr5	140808150	140808200	EE	EE	81.4000015258789	-2.80128040764792
chr5	140293450	140293500	chr5	140808200	140808250	EE	EE	81.4000015258789	-2.79823353208906
chr5	144308400	144308450	chr5	144736350	144736400	EE	EE	60.2000007629395	-3.34452952382449
chr5	144308450	144308500	chr5	144736350	144736400	EE	EE	60.2000007629395	-3.34452952382449
chr5	144308500	144308550	chr5	144736350	144736400	EE	EE	60.2000007629395	-3.34452952382449
chr5	144975450	144975500	chr5	145496050	145496100	EE	EE	68.3000030517578	-2.79816575060294
chr5	144975500	144975550	chr5	145496050	145496100	EE	EE	68.3000030517578	-2.79816575060294
chr5	144975550	144975600	chr5	145496050	145496100	EE	EE	68.3000030517578	-2.79816575060294
chr6	5060500	5060550	chr6	5351550	5351600	EE	EE	63.7999992370605	-3.33130642720322
chr6	5060550	5060600	chr6	5351550	5351600	EE	EE	63.7999992370605	-3.22449394398174
chr6	5060600	5060650	chr6	5351550	5351600	EE	EE	63.7999992370605	-3.22449394398174
chr6	28371900	28371950	chr6	28848950	28849000	EE	EE	75.3000030517578	-2.35526527876147
chr6	28371900	28371950	chr6	28849000	28849050	EE	EE	75.3000030517578	-2.35526527876147
chr6	28371900	28371950	chr6	28849050	28849100	EE	EE	75.3000030517578	-2.35526527876147
chr6	28371900	28371950	chr6	28905750	28905800	EE	EE	74.8000030517578	-2.99117614961299
chr6	28371900	28371950	chr6	28974250	28974300	EE	EE	84.9000015258789	-2.38414349133306
chr6	28371900	28371950	chr6	28974300	28974350	EE	EE	84.9000015258789	-2.3934813559124
chr6	28371900	28371950	chr6	28974350	28974400	EE	EE	84.9000015258789	-2.3934813559124
chr6	34296700	34296750	chr6	34872000	34872050	EE	EE	78.8000030517578	-2.08091999538357
chr6	34296700	34296750	chr6	34872050	34872100	EE	EE	78.8000030517578	-2.08091999538357
chr6	34296700	34296750	chr6	34872100	34872150	EE	EE	78.8000030517578	-2.08091999538357
chr6	34296700	34296750	chr6	34872150	34872200	EE	EE	78.8000030517578	-2.08091999538357
chr6	34296700	34296750	chr6	34872200	34872250	EE	EE	78.8000030517578	-2.09397614820901
chr6	50629300	50629350	chr6	50887250	50887300	LL	LE	78.8000030517578	-2.1886615640239
chr6	50629300	50629350	chr6	50887300	50887350	LL	LE	78.8000030517578	-2.1886615640239
chr6	50629350	50629400	chr6	50887250	50887300	LL	LE	78.8000030517578	-2.1886615640239
chr6	50629350	50629400	chr6	50887300	50887350	LL	LE	78.8000030517578	-2.1886615640239
chr6	51542900	51542950	chr6	51807950	51808000	EE	EE	84.4000015258789	-2.14449792378818
chr6	51542900	51542950	chr6	51808000	51808050	EE	EE	84.4000015258789	-2.14449792378818
chr6	51542900	51542950	chr6	51808050	51808100	EE	EE	84.4000015258789	-2.1812564737983
chr6	51542950	51543000	chr6	51807950	51808000	EE	EE	84.4000015258789	-2.14449792378818
chr6	51542950	51543000	chr6	51808000	51808050	EE	EE	84.4000015258789	-2.14449792378818
chr6	51542950	51543000	chr6	51808050	51808100	EE	EE	84.4000015258789	-2.1812564737983
chr6	81937150	81937200	chr6	82866050	82866100	LE	EE	64.8000030517578	-2.65400414515081
chr6	82652850	82652900	chr6	82866050	82866100	EE	EE	60.7000007629395	-3.14567745519564
chr6	87051750	87051800	chr6	87349300	87349350	EE	EE	70.3000030517578	-3.4093909361377
chr6	89630350	89630400	chr6	90372650	90372700	EL	EE	83.9000015258789	-2.16753048630193
chr6	89630350	89630400	chr6	90488100	90488150	EL	EE	80.3000030517578	-2.34239219744708
chr6	89630350	89630400	chr6	90488150	90488200	EL	EE	80.3000030517578	-2.34239219744708
chr6	90687450	90687500	chr6	91090050	91090100	EE	EE	60.2000007629395	-2.45456586346548
chr6	90687500	90687550	chr6	91090050	91090100	EE	EE	60.2000007629395	-2.45456586346548
chr6	90687550	90687600	chr6	91090050	91090100	EE	EE	60.2000007629395	-2.45456586346548
chr6	90687600	90687650	chr6	91090050	91090100	EE	EE	60.2000007629395	-2.45456586346548
chr6	90687650	90687700	chr6	91090050	91090100	EE	EE	60.2000007629395	-2.45456586346548
chr6	91726650	91726700	chr6	92017300	92017350	EE	EE	66.3000030517578	-2.50742590025014
chr6	91726650	91726700	chr6	92017350	92017400	EE	EE	66.3000030517578	-2.49557618237239
chr6	91726700	91726750	chr6	92017300	92017350	EE	EE	66.3000030517578	-2.50151320738024
chr6	91726700	91726750	chr6	92017350	92017400	EE	EE	66.3000030517578	-2.48961462413368
chr6	92737450	92737500	chr6	93707450	93707500	LL	EE	88.9000015258789	-2.94937392693003
chr6	92737450	92737500	chr6	93707500	93707550	LL	EE	88.9000015258789	-2.94937392693003
chr6	92737450	92737500	chr6	93707550	93707600	LL	EE	88.9000015258789	-2.90046432644909
chr6	92737450	92737500	chr6	93707600	93707650	LL	EE	88.9000015258789	-2.90046432644909
chr6	112147600	112147650	chr6	112434500	112434550	LL	LE	62.7999992370605	-2.22986754189859
chr6	112147600	112147650	chr6	112441050	112441100	LL	LE	62.7999992370605	-2.61203074391933
chr6	112147650	112147700	chr6	112434500	112434550	LL	LE	62.7999992370605	-2.22986754189859
chr6	112147650	112147700	chr6	112441050	112441100	LL	LE	62.7999992370605	-2.61203074391933
chr6	125553350	125553400	chr6	126502200	126502250	EE	LL	66.3000030517578	-2.7178567712185
chr6	125553350	125553400	chr6	126514000	126514050	EE	LL	66.3000030517578	-2.57288966842058
chr6	125553350	125553400	chr6	126514050	126514100	EE	LL	66.3000030517578	-2.56071495447448
chr6	125553400	125553450	chr6	126502200	126502250	EE	LL	66.3000030517578	-2.7178567712185
chr6	125553400	125553450	chr6	126514000	126514050	EE	LL	66.3000030517578	-2.57288966842058
chr6	125553400	125553450	chr6	126514050	126514100	EE	LL	66.3000030517578	-2.56071495447448
chr6	125553450	125553500	chr6	126502200	126502250	EE	LL	66.3000030517578	-2.7178567712185
chr6	125553450	125553500	chr6	126514000	126514050	EE	LL	66.3000030517578	-2.57288966842058
chr6	125553450	125553500	chr6	126514050	126514100	EE	LL	66.3000030517578	-2.56071495447448
chr6	125553500	125553550	chr6	126502200	126502250	EE	LL	66.3000030517578	-2.7178567712185
chr6	125553500	125553550	chr6	126514000	126514050	EE	LL	66.3000030517578	-2.57288966842058
chr6	125553500	125553550	chr6	126514050	126514100	EE	LL	66.3000030517578	-2.56071495447448
chr6	125611650	125611700	chr6	126502200	126502250	EE	LL	66.8000030517578	-3.12469574744931
chr6	125611650	125611700	chr6	126514000	126514050	EE	LL	60.2000007629395	-2.74024072619907
chr6	125611650	125611700	chr6	126514050	126514100	EE	LL	60.2000007629395	-2.73039294024272
chr6	125611700	125611750	chr6	126502200	126502250	EE	LL	66.8000030517578	-3.12469574744931
chr6	125611700	125611750	chr6	126514000	126514050	EE	LL	60.2000007629395	-2.74024072619907
chr6	125611700	125611750	chr6	126514050	126514100	EE	LL	60.2000007629395	-2.73039294024272
chr7	25890900	25890950	chr7	26118750	26118800	EE	EE	74.3000030517578	-3.01495034146597
chr7	25890900	25890950	chr7	26118800	26118850	EE	EE	74.3000030517578	-3.01495034146597
chr7	25890950	25891000	chr7	26118750	26118800	EE	EE	74.3000030517578	-3.01495034146597
chr7	25890950	25891000	chr7	26118800	26118850	EE	EE	74.3000030517578	-3.01495034146597
chr7	25891000	25891050	chr7	26118750	26118800	EE	EE	74.3000030517578	-3.01495034146597
chr7	25891000	25891050	chr7	26118800	26118850	EE	EE	74.3000030517578	-3.01495034146597
chr7	25891050	25891100	chr7	26118750	26118800	EE	EE	74.3000030517578	-3.03158634305783
chr7	25891050	25891100	chr7	26118800	26118850	EE	EE	74.3000030517578	-3.03158634305783
chr7	38142850	38142900	chr7	38560700	38560750	LE	EE	69.3000030517578	-3.37851162325373
chr7	50936500	50936550	chr7	51139100	51139150	EE	EE	66.8000030517578	-2.04580368961312
chr7	50936500	50936550	chr7	51139150	51139200	EE	EE	66.8000030517578	-2.06926266243711
chr7	50936500	50936550	chr7	51175350	51175400	EE	EE	62.7999992370605	-2.29545588352617
chr7	50936500	50936550	chr7	51175400	51175450	EE	EE	62.7999992370605	-2.29545588352617
chr7	50936550	50936600	chr7	51139100	51139150	EE	EE	66.8000030517578	-2.04580368961312
chr7	50936550	50936600	chr7	51139150	51139200	EE	EE	66.8000030517578	-2.06926266243711
chr7	50936550	50936600	chr7	51175350	51175400	EE	EE	62.7999992370605	-2.29545588352617
chr7	50936550	50936600	chr7	51175400	51175450	EE	EE	62.7999992370605	-2.29545588352617
chr7	51175350	51175400	chr7	51518250	51518300	EE	EE	67.3000030517578	-2.4665036673128
chr7	51175350	51175400	chr7	51518300	51518350	EE	EE	67.3000030517578	-2.4665036673128
chr7	51175400	51175450	chr7	51518250	51518300	EE	EE	67.3000030517578	-2.4665036673128
chr7	51175400	51175450	chr7	51518300	51518350	EE	EE	67.3000030517578	-2.4665036673128
chr7	53648550	53648600	chr7	53861900	53861950	EE	EE	77.3000030517578	-2.64449020210789
chr7	53648550	53648600	chr7	53861950	53862000	EE	EE	77.3000030517578	-2.59769599062894
chr7	53648600	53648650	chr7	53861900	53861950	EE	EE	77.3000030517578	-2.67655141134018
chr7	53648600	53648650	chr7	53861950	53862000	EE	EE	77.3000030517578	-2.62872288624957
chr7	53648650	53648700	chr7	53861900	53861950	EE	EE	77.3000030517578	-2.67655141134018
chr7	53648650	53648700	chr7	53861950	53862000	EE	EE	77.3000030517578	-2.62872288624957
chr7	53648700	53648750	chr7	53861900	53861950	EE	EE	77.3000030517578	-2.67655141134018
chr7	53648700	53648750	chr7	53861950	53862000	EE	EE	77.3000030517578	-2.62872288624957
chr7	56505500	56505550	chr7	56711700	56711750	EE	EE	62.7999992370605	-3.39231742277876
chr7	56505550	56505600	chr7	56711700	56711750	EE	EE	62.7999992370605	-3.39231742277876
chr7	56505600	56505650	chr7	56711700	56711750	EE	EE	62.7999992370605	-3.39231742277876
chr7	74904700	74904750	chr7	75447650	75447700	EE	EE	73.8000030517578	-2.70043971814109
chr7	74904750	74904800	chr7	75447650	75447700	EE	EE	73.8000030517578	-2.70043971814109
chr7	74948600	74948650	chr7	75447650	75447700	EE	EE	86.9000015258789	-2.75241924657272
chr7	75106900	75106950	chr7	75447650	75447700	EE	EE	77.3000030517578	-2.53973324672816
chr7	75106950	75107000	chr7	75447650	75447700	EE	EE	77.3000030517578	-2.53973324672816
chr7	82511550	82511600	chr7	83025700	83025750	LE	EE	65.8000030517578	-2.66296501272243
chr7	82511550	82511600	chr7	83025750	83025800	LE	EE	65.8000030517578	-2.66296501272243
chr7	82511600	82511650	chr7	83025700	83025750	LE	EE	65.8000030517578	-2.66296501272243
chr7	82511600	82511650	chr7	83025750	83025800	LE	EE	65.8000030517578	-2.66296501272243
chr7	86638900	86638950	chr7	86872150	86872200	EE	EE	63.2999992370605	-2.40042040320666
chr7	86638900	86638950	chr7	86874250	86874300	EE	EE	63.2999992370605	-2.42480527552766
chr7	86638900	86638950	chr7	86874300	86874350	EE	EE	63.2999992370605	-2.42480527552766
chr7	86638950	86639000	chr7	86872150	86872200	EE	EE	63.2999992370605	-2.40042040320666
chr7	86638950	86639000	chr7	86874250	86874300	EE	EE	63.2999992370605	-2.42480527552766
chr7	86638950	86639000	chr7	86874300	86874350	EE	EE	63.2999992370605	-2.42480527552766
chr7	86640950	86641000	chr7	86872150	86872200	EE	EE	60.2000007629395	-2.31596653664865
chr7	86640950	86641000	chr7	86874250	86874300	EE	EE	60.2000007629395	-2.33985000288462
chr7	86640950	86641000	chr7	86874300	86874350	EE	EE	60.2000007629395	-2.33985000288462
chr7	86641000	86641050	chr7	86872150	86872200	EE	EE	60.2000007629395	-2.31596653664865
chr7	86641000	86641050	chr7	86874250	86874300	EE	EE	60.2000007629395	-2.33985000288462
chr7	86641000	86641050	chr7	86874300	86874350	EE	EE	60.2000007629395	-2.33985000288462
chr7	86641050	86641100	chr7	86872150	86872200	EE	EE	60.2000007629395	-2.31596653664865
chr7	86641050	86641100	chr7	86874250	86874300	EE	EE	60.2000007629395	-2.33985000288462
chr7	86641050	86641100	chr7	86874300	86874350	EE	EE	60.2000007629395	-2.33985000288462
chr7	86641100	86641150	chr7	86872150	86872200	EE	EE	60.2000007629395	-2.31596653664865
chr7	86641100	86641150	chr7	86874250	86874300	EE	EE	60.2000007629395	-2.35495689527483
chr7	86641100	86641150	chr7	86874300	86874350	EE	EE	60.2000007629395	-2.35495689527483
chr7	104896700	104896750	chr7	105220250	105220300	EE	EE	61.7000007629395	-2.61425680751519
chr7	104896700	104896750	chr7	105220300	105220350	EE	EE	61.7000007629395	-2.61425680751519
chr7	104896700	104896750	chr7	105220350	105220400	EE	EE	61.7000007629395	-2.61425680751519
chr7	104896750	104896800	chr7	105220250	105220300	EE	EE	61.7000007629395	-2.61425680751519
chr7	104896750	104896800	chr7	105220300	105220350	EE	EE	61.7000007629395	-2.61425680751519
chr7	104896750	104896800	chr7	105220350	105220400	EE	EE	61.7000007629395	-2.61425680751519
chr7	126167200	126167250	chr7	126663300	126663350	EE	LL	93.4000015258789	-2.07297944535711
chr7	126167200	126167250	chr7	126663350	126663400	EE	LL	93.4000015258789	-2.07297944535711
chr7	126167250	126167300	chr7	126663300	126663350	EE	LL	93.4000015258789	-2.06974107129056
chr7	126167250	126167300	chr7	126663350	126663400	EE	LL	93.4000015258789	-2.06974107129056
chr7	126167300	126167350	chr7	126663300	126663350	EE	LL	93.4000015258789	-2.06974107129056
chr7	126167300	126167350	chr7	126663350	126663400	EE	LL	93.4000015258789	-2.06974107129056
chr7	126167350	126167400	chr7	126663300	126663350	EE	LL	93.4000015258789	-2.05619453945261
chr7	126167350	126167400	chr7	126663350	126663400	EE	LL	93.4000015258789	-2.05619453945261
chr7	133965450	133965500	chr7	134254300	134254350	EE	EE	84.9000015258789	-2.71620703399941
chr7	133965450	133965500	chr7	134254350	134254400	EE	EE	84.9000015258789	-2.71620703399941
chr7	133965450	133965500	chr7	134255150	134255200	EE	EE	84.9000015258789	-2.80570518483851
chr7	133965450	133965500	chr7	134255200	134255250	EE	EE	84.9000015258789	-2.80570518483851
chr7	133965500	133965550	chr7	134254300	134254350	EE	EE	84.9000015258789	-2.7714894695006
chr7	133965500	133965550	chr7	134254350	134254400	EE	EE	84.9000015258789	-2.7714894695006
chr7	133965500	133965550	chr7	134255150	134255200	EE	EE	84.9000015258789	-2.86459887389208
chr7	133965500	133965550	chr7	134255200	134255250	EE	EE	84.9000015258789	-2.86459887389208
chr7	133965550	133965600	chr7	134254300	134254350	EE	EE	84.9000015258789	-2.7714894695006
chr7	133965550	133965600	chr7	134254350	134254400	EE	EE	84.9000015258789	-2.7714894695006
chr7	133965550	133965600	chr7	134255150	134255200	EE	EE	84.9000015258789	-2.86459887389208
chr7	133965550	133965600	chr7	134255200	134255250	EE	EE	84.9000015258789	-2.86459887389208
chr7	136797350	136797400	chr7	137416850	137416900	LL	EE	91.4000015258789	-2.19169562411353
chr7	136797400	136797450	chr7	137416850	137416900	LL	EE	91.4000015258789	-2.19169562411353
chr7	136797450	136797500	chr7	137416850	137416900	LL	EE	91.4000015258789	-2.20822152120441
chr7	139074100	139074150	chr7	139743600	139743650	EL	EE	79.8000030517578	-2.92599941855622
chr7	139074100	139074150	chr7	139743650	139743700	EL	EE	79.8000030517578	-2.92599941855622
chr7	144670000	144670050	chr7	145275900	145275950	EE	LL	76.8000030517578	-1.91301669840536
chr7	144670000	144670050	chr7	145275950	145276000	EE	LL	76.8000030517578	-1.91301669840536
chr7	144670050	144670100	chr7	145275900	145275950	EE	LL	76.8000030517578	-1.91301669840536
chr7	144670050	144670100	chr7	145275950	145276000	EE	LL	76.8000030517578	-1.91301669840536
chr7	144670100	144670150	chr7	145275900	145275950	EE	LL	76.8000030517578	-1.91301669840536
chr7	144670100	144670150	chr7	145275950	145276000	EE	LL	76.8000030517578	-1.91301669840536
chr7	144670150	144670200	chr7	145275900	145275950	EE	LL	76.8000030517578	-1.88264304936184
chr7	144670150	144670200	chr7	145275950	145276000	EE	LL	76.8000030517578	-1.88264304936184
chr7	144670200	144670250	chr7	145275900	145275950	EE	LL	76.8000030517578	-1.88264304936184
chr7	144670200	144670250	chr7	145275950	145276000	EE	LL	76.8000030517578	-1.88264304936184
chr7	145275900	145275950	chr7	146019650	146019700	LL	EE	65.3000030517578	-2.58496250072116
chr7	145275900	145275950	chr7	146019700	146019750	LL	EE	65.3000030517578	-2.58496250072116
chr7	147116850	147116900	chr7	148089300	148089350	EE	EE	68.3000030517578	-3.33298328339636
chr7	148089300	148089350	chr7	148362250	148362300	EE	EE	62.2999992370605	-2.72199075019867
chr7	148094600	148094650	chr7	148362250	148362300	EE	EE	62.2999992370605	-2.50327870312745
chr7	150105250	150105300	chr7	150652400	150652450	EE	EE	63.7999992370605	-3.06069593168755
chr7	150105300	150105350	chr7	150652400	150652450	EE	EE	63.7999992370605	-3.06069593168755
chr7	150105350	150105400	chr7	150652400	150652450	EE	EE	63.7999992370605	-3.06069593168755
chr7	150105400	150105450	chr7	150652400	150652450	EE	EE	63.7999992370605	-3.06069593168755
chr7	150280800	150280850	chr7	150652400	150652450	EE	EE	87.9000015258789	-2.43385716402
chr7	151771700	151771750	chr7	152081900	152081950	EE	EE	84.4000015258789	-2.41063232015884
chr7	151771750	151771800	chr7	152081900	152081950	EE	EE	84.4000015258789	-2.41063232015884
chr7	152081850	152081900	chr7	152429100	152429150	EE	EE	70.3000030517578	-2.74568281126732
chr7	152081850	152081900	chr7	152429150	152429200	EE	EE	70.3000030517578	-2.74568281126732
chr7	152081850	152081900	chr7	152429200	152429250	EE	EE	70.3000030517578	-2.74568281126732
chr7	152081900	152081950	chr7	152429100	152429150	EE	EE	70.3000030517578	-2.74568281126732
chr7	152081900	152081950	chr7	152429150	152429200	EE	EE	70.3000030517578	-2.74568281126732
chr7	152081900	152081950	chr7	152429200	152429250	EE	EE	70.3000030517578	-2.74568281126732
chr7	152081950	152082000	chr7	152429100	152429150	EE	EE	70.3000030517578	-2.7311832415722
chr7	152081950	152082000	chr7	152429150	152429200	EE	EE	70.3000030517578	-2.7311832415722
chr7	152081950	152082000	chr7	152429200	152429250	EE	EE	70.3000030517578	-2.7311832415722
chr7	152123500	152123550	chr7	152429100	152429150	EE	EE	91.9000015258789	-2.01892499862755
chr7	152123500	152123550	chr7	152429150	152429200	EE	EE	91.9000015258789	-2.01892499862755
chr7	152123500	152123550	chr7	152429200	152429250	EE	EE	91.9000015258789	-2.01892499862755
chr7	152123550	152123600	chr7	152429100	152429150	EE	EE	91.9000015258789	-2.05492995208304
chr7	152123550	152123600	chr7	152429150	152429200	EE	EE	91.9000015258789	-2.05492995208304
chr7	152123550	152123600	chr7	152429200	152429250	EE	EE	91.9000015258789	-2.05492995208304
chr8	3718650	3718700	chr8	4140200	4140250	EE	EE	74.8000030517578	-3.1118928800709
chr8	3718700	3718750	chr8	4140200	4140250	EE	EE	74.8000030517578	-3.1118928800709
chr8	3718750	3718800	chr8	4140200	4140250	EE	EE	74.8000030517578	-3.1118928800709
chr8	3718800	3718850	chr8	4140200	4140250	EE	EE	74.8000030517578	-3.1118928800709
chr8	10415000	10415050	chr8	11253650	11253700	LL	LE	71.3000030517578	-2.86393845042397
chr8	10415000	10415050	chr8	11253700	11253750	LL	LE	71.3000030517578	-2.87970576628229
chr8	10438950	10439000	chr8	11253650	11253700	LL	LE	70.8000030517578	-3.13750352374994
chr8	10438950	10439000	chr8	11253700	11253750	LL	LE	70.8000030517578	-3.25779775746765
chr8	10439000	10439050	chr8	11253650	11253700	LL	LE	70.8000030517578	-3.1243281350022
chr8	10439000	10439050	chr8	11253700	11253750	LL	LE	70.8000030517578	-3.24462236871991
chr8	12192150	12192200	chr8	12607300	12607350	EE	EE	65.3000030517578	-2.9205655325056
chr8	12192150	12192200	chr8	12607350	12607400	EE	EE	65.3000030517578	-2.9205655325056
chr8	12192150	12192200	chr8	12607400	12607450	EE	EE	65.3000030517578	-2.9296106721086
chr8	12192150	12192200	chr8	12607450	12607500	EE	EE	65.3000030517578	-2.9296106721086
